FR
0.12594
0.123693
0.124232
0.13045
0.140045
0.136766
0.129185
0.135791
0.152821
0.14136
0.126196
0.137837
0.165391
0.173588
0.189646
0.232446
0.283018
0.325725
0.36107
0.387057
0.399187
0.404558
0.40969
0.411742
0.415034
0.417076
0.423288
0.431793
0.451817
0.477035
0.465303
0.437895
0.400572
0.347933
0.304838
0.265859
0.238819
0.214814
0.205976
0.234907
0.262209
0.226342
0.173336
0.136107
0.112016
0.104006
0.108373
0.120435
0.133588
0.156153
0.189428
0.226101
0.263724
0.295411
0.312933
0.342922
0.37396
0.407776
0.469068
0.545651
0.608983
0.679109
0.736891
0.757274
0.762316
0.729328
0.681291
0.604701
0.529763
0.449881
0.376509
0.314916
0.267883
0.232405
0.204233
0.176363
0.149839
0.128145
0.111301
0.098022
0.084567
0.071958
0.070067
0.077544
0.08058
0.078661
0.073513
0.076057
0.084231
0.095803
0.105525
0.116375
0.125813
0.133446
0.136519
0.13278
0.123978
0.115648
0.114377
0.114641
0.11398
0.1114
0.105945
0.100382
0.090374
0.078195
0.07434
0.072565
0.071666
0.069215
0.06705
0.082323
0.114458
0.135621
0.146161
0.148407
0.144372
0.136492
0.128764
0.12287
0.116957
0.112898
0.114753
0.1174
0.120336
0.125152
0.132232
0.138385
0.134155
0.125324
0.123853
0.133057
0.148349
0.15812
0.167939
0.198794
0.233274
0.239813
0.223482
0.205524
0.189306
0.182474
0.170128
0.141515
0.112273
0.093333
0.081753
0.071004
0.060968
0.062042
0.077352
0.094711
0.098456
0.080948
0.075031
0.087591
0.103815
0.113863
0.125116
0.166668
0.216712
0.243177
0.267008
0.287765
0.311261
0.334703
0.350652
0.36802
0.376669
0.386248
0.403985
0.406891
0.411688
0.431718
0.455576
0.468671
0.493346
0.507641
0.544925
0.583085
0.619375
0.638414
0.621949
0.592139
0.54197
0.486402
0.444383
0.414202
0.38406
0.370564
0.380136
0.407472
0.451756
0.492894
0.521739
0.549786
0.60516
0.665359
0.691524
0.700629
0.68848
0.671546
0.667502
0.680711
0.696778
0.701026
0.700019
0.709755
0.732326
0.752518
0.776351
0.792344
0.801865
0.798562
0.790888
0.781913
0.767374
0.759082
0.754363
0.743335
0.731228
0.729347
0.733685
0.741636
0.745469
0.751139
0.762831
0.77278
0.765281
0.737889
0.694258
0.650092
0.604982
0.548906
0.484082
0.429114
0.389011
0.359398
0.339324
0.331271
0.33735
0.359913
0.393103
0.427159
0.449264
0.464039
0.48255
0.484425
0.464533
0.440758
0.493337
0.556611
0.544354
0.518076
0.483815
0.465063
0.470893
0.484997
0.517023
0.538919
0.548351
0.54281
0.527355
0.524214
0.520167
0.516798
0.521975
0.53053
0.555434
0.585369
0.590605
0.60909
0.619804
0.626872
0.632039
0.640526
0.641278
0.634759
0.617465
0.629172
0.653309
0.656098
0.65552
0.654331
0.670938
0.674178
0.66479
0.659157
0.65885
0.660116
0.662291
0.694652
0.703363
0.703944
0.687722
0.672023
0.650959
0.640356
0.636741
0.649166
0.668207
0.673049
0.667965
0.656721
0.611454
0.572012
0.55335
0.534788
0.524643
0.512623
0.519361
0.563706
0.616802
0.619872
0.593128
0.567316
0.521116
0.49053
0.509101
0.522888
0.543131
0.573179
0.628813
0.658013
0.628865
0.565142
0.474602
0.421529
0.419205
0.429157
0.464718
0.515739
0.569037
0.604863
0.634701
0.67247
0.703496
0.71918
0.73307
0.745447
0.755427
0.761785
0.766763
0.763052
0.753363
0.742605
0.739387
0.741734
0.733798
0.717215
0.690385
0.659883
0.617947
0.560737
0.494527
0.421048
0.370565
0.334915
0.307399
0.280946
0.249738
0.221506
0.19635
0.170673
0.149208
0.136611
0.129634
0.128256
0.119506
0.096747
0.089377
0.094494
0.097811
0.10205
0.102953
0.107184
0.125447
0.138703
0.143838
0.146087
0.153546
0.161548
0.167897
0.171187
0.174301
0.171189
0.162351
0.148034
0.129712
0.112794
0.09855
0.089534
0.088765
0.08754
0.08711
0.105938
0.123656
0.134456
0.129962
0.14302
0.197839
0.233024
0.247626
0.252582
0.25705
0.256239
0.250927
0.247521
0.238629
0.234321
0.227884
0.223763
0.217848
0.21261
0.214765
0.218056
0.211665
0.199989
0.222393
0.241046
0.233559
0.216373
0.182653
0.181537
0.219873
0.233783
0.230848
0.219888
0.200652
0.187136
0.174957
0.157162
0.13928
0.128294
0.125391
0.1271
0.128347
0.126979
0.122555
0.115349
0.099058
0.077787
0.074046
0.067958
0.058272
0.053094
0.049008
0.049145
0.057806
0.059544
0.055117
0.049347
0.043983
0.037497
0.032654
0.031218
0.033848
0.038461
0.046107
0.053154
0.057668
0.061444
0.063546
0.063881
0.058728
0.050203
0.048467
0.055736
0.06203
0.064863
0.064534
0.078514
0.108692
0.134938
0.151848
0.162536
0.170388
0.174147
0.177823
0.180765
0.180305
0.179199
0.174992
0.166455
0.160424
0.154637
0.148799
0.144249
0.132219
0.118433
0.117633
0.115082
0.111154
0.105887
0.09939
0.117552
0.162307
0.193073
0.199907
0.189129
0.170038
0.147253
0.133567
0.12726
0.128385
0.134377
0.138194
0.134217
0.124343
0.116668
0.110799
0.105175
0.091188
0.085658
0.083904
0.080505
0.085309
0.099749
0.11412
0.127017
0.166088
0.185441
0.181884
0.170584
0.161376
0.155988
0.153067
0.153382
0.156431
0.1558
0.155195
0.149479
0.143657
0.141733
0.137159
0.130239
0.117626
0.119264
0.117033
0.115626
0.116362
0.117309
0.119279
0.127651
0.142982
0.154061
0.167678
0.182856
0.196149
0.20707
0.216508
0.229497
0.237275
0.249968
0.269111
0.287868
0.320969
