FR
0.015
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.002
0.052
0.163
0.246
0.317
0.338
0.316
0.244
0.139
0.017
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.001
0.039
0.117
0.169
0.205
0.218
0.192
0.153
0.087
0.013
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.038
0.110
0.149
0.166
0.167
0.148
0.110
0.069
0.011
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.001
0.068
0.197
0.276
0.320
0.326
0.291
0.230
0.142
0.025
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.003
0.084
0.224
0.317
0.368
0.376
0.327
0.240
0.131
0.017
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.001
0.053
0.143
0.201
0.230
0.227
0.197
0.136
0.080
0.015
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.002
0.053
0.143
0.203
0.243
0.249
0.221
0.171
0.107
0.020
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.002
0.063
0.162
0.246
0.290
0.283
0.233
0.168
0.106
0.025
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.002
0.068
0.169
0.229
0.264
0.268
0.242
0.194
0.129
0.031
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.002
0.051
0.128
0.186
0.230
0.249
0.248
0.208
0.139
0.034
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.004
0.068
0.165
0.229
0.266
0.268
0.247
0.200
0.132
0.031
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.003
0.090
0.217
0.300
0.356
0.369
0.332
0.244
0.152
0.039
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.004
0.051
0.094
0.114
0.134
0.133
0.128
0.105
0.070
0.016
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.004
0.066
0.151
0.206
0.249
0.256
0.217
0.164
0.116
0.035
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.005
0.063
0.134
0.179
0.202
0.196
0.183
0.142
0.094
0.026
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.003
0.041
0.083
0.106
0.121
0.114
0.107
0.087
0.063
0.016
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.005
0.083
0.165
0.229
0.266
0.265
0.248
0.206
0.145
0.044
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.006
0.091
0.185
0.244
0.282
0.265
0.240
0.194
0.136
0.046
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.004
0.075
0.156
0.203
0.229
0.235
0.209
0.174
0.122
0.042
0.001
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.004
0.087
0.211
0.295
0.332
0.323
0.281
0.222
0.158
0.048
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.003
0.067
0.162
0.251
0.304
0.318
0.271
0.211
0.139
0.046
0.001
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.004
0.086
0.185
0.255
0.309
0.316
0.287
0.236
0.160
0.056
0.001
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.006
0.098
0.201
0.269
0.313
0.321
0.282
0.216
0.141
0.050
0.001
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.004
0.066
0.143
0.207
0.263
0.292
0.288
0.244
0.169
0.059
0.001
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.010
0.145
0.305
0.429
0.505
0.514
0.467
0.380
0.253
0.093
0.002
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.008
0.101
0.204
0.277
0.303
0.294
0.287
0.254
0.191
0.076
0.002
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.015
0.170
0.325
0.416
0.456
0.449
0.422
0.352
0.241
0.097
0.003
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.015
0.132
0.239
0.311
0.360
0.378
0.372
0.320
0.230
0.096
0.003
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.019
0.181
0.354
0.474
0.546
0.564
0.530
0.442
0.310
0.124
0.004
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.019
0.161
0.316
0.429
0.493
0.504
0.465
0.378
0.250
0.096
0.003
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.019
0.157
0.296
0.398
0.460
0.440
0.375
0.285
0.181
0.074
0.003
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.012
0.091
0.157
0.191
0.212
0.213
0.203
0.193
0.163
0.081
0.005
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.014
0.101
0.176
0.228
0.263
0.254
0.231
0.201
0.144
0.074
0.003
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.018
0.120
0.207
0.254
0.299
0.339
0.299
0.257
0.214
0.172
0.118
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.011
0.094
0.169
0.226
0.266
0.280
0.286
0.247
0.190
0.104
0.006
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.027
0.165
0.285
0.372
0.421
0.405
0.401
0.345
0.260
0.130
0.010
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.036
0.195
0.332
0.426
0.477
0.472
0.458
0.382
0.275
0.133
0.011
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.041
0.175
0.287
0.368
0.415
0.406
0.366
0.282
0.186
0.083
0.006
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.023
0.118
0.187
0.224
0.250
0.241
0.253
0.235
0.193
0.108
0.015
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.040
0.206
0.330
0.410
0.448
0.418
0.425
0.371
0.279
0.144
0.014
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.018
0.097
0.182
0.247
0.290
0.289
0.316
0.267
0.194
0.112
0.012
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.045
0.183
0.290
0.373
0.403
0.351
0.348
0.333
0.267
0.152
0.020
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.039
0.140
0.225
0.287
0.320
0.301
0.289
0.225
0.168
0.097
0.011
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.039
0.135
0.179
0.204
0.223
0.192
0.187
0.151
0.125
0.084
0.010
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.041
0.193
0.307
0.375
0.404
0.377
0.390
0.337
0.257
0.151
0.021
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.073
0.240
0.368
0.456
0.491
0.447
0.407
0.316
0.218
0.112
0.012
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.025
0.094
0.135
0.170
0.202
0.204
0.204
0.180
0.132
0.072
0.009
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.038
0.154
0.250
0.311
0.343
0.354
0.360
0.323
0.249
0.145
0.023
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.001
0.062
0.222
0.348
0.419
0.440
0.400
0.354
0.305
0.228
0.127
0.022
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.067
0.217
0.338
0.412
0.419
0.355
0.381
0.343
0.283
0.169
0.035
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.001
0.090
0.286
0.442
0.563
0.634
0.610
0.615
0.544
0.410
0.229
0.045
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.003
0.111
0.321
0.490
0.618
0.684
0.673
0.651
0.548
0.400
0.224
0.047
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.003
0.116
0.312
0.456
0.548
0.594
0.585
0.542
0.460
0.331
0.177
0.034
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.003
0.118
0.316
0.465
0.581
0.645
0.643
0.608
0.509
0.364
0.190
0.038
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.003
0.080
0.209
0.314
0.414
0.487
0.498
0.471
0.379
0.266
0.147
0.032
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.003
0.083
0.213
0.313
0.394
0.453
0.452
0.352
0.288
0.272
0.147
0.032
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.002
0.088
0.250
0.390
0.508
0.588
0.594
0.573
0.495
0.366
0.205
0.049
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.007
0.134
0.311
0.456
0.580
0.657
0.673
0.643
0.549
0.405
0.227
0.054
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.006
0.093
0.220
0.321
0.392
0.423
0.414
0.375
0.297
0.220
0.131
0.032
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.005
0.098
0.229
0.328
0.385
0.408
0.351
0.329
0.268
0.202
0.127
0.034
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.005
0.086
0.185
0.260
0.318
0.369
0.361
0.326
0.272
0.205
0.120
0.031
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.007
0.105
0.244
0.359
0.451
0.501
0.487
0.451
0.380
0.301
0.187
0.056
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.013
0.154
0.334
0.475
0.582
0.639
0.633
0.577
0.477
0.358
0.215
0.068
0.001
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.014
0.122
0.269
0.396
0.512
0.598
0.620
0.578
0.495
0.365
0.230
0.101
0.001
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.013
0.115
0.236
0.325
0.410
0.477
0.498
0.474
0.408
0.306
0.175
0.050
0.001
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.011
0.085
0.189
0.511
0.448
0.352
0.374
0.356
0.304
0.232
0.144
0.044
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.005
0.060
0.134
0.182
0.215
0.231
0.244
0.219
0.183
0.144
0.100
0.037
0.001
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.014
0.102
0.194
0.240
0.265
0.279
0.264
0.243
0.221
0.207
0.154
0.059
0.001
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.030
0.188
0.358
0.489
0.586
0.645
0.640
0.590
0.499
0.388
0.239
0.080
0.002
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.018
0.108
0.201
0.263
0.286
0.293
0.275
0.252
0.216
0.170
0.115
0.044
0.002
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.013
0.110
0.221
0.296
0.311
0.316
0.325
0.330
0.299
0.255
0.186
0.078
0.003
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.026
0.150
0.273
0.356
0.389
0.399
0.382
0.330
0.254
0.204
0.148
0.062
0.003
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.031
0.185
0.349
0.475
0.539
0.563
0.545
0.491
0.400
0.309
0.190
0.065
0.001
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.029
0.123
0.201
0.242
0.273
0.301
0.299
0.275
0.222
0.198
0.133
0.051
0.001
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.017
0.083
0.145
0.180
0.212
0.232
0.227
0.205
0.167
0.119
0.072
0.027
0.001
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.022
0.118
0.226
0.295
0.342
0.396
0.385
0.343
0.259
0.197
0.132
0.047
0.001
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.028
0.125
0.219
0.283
0.337
0.405
0.448
0.444
0.408
0.329
0.220
0.089
0.005
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.045
0.186
0.325
0.421
0.480
0.518
0.527
0.491
0.419
0.327
0.216
0.085
0.004
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.028
0.112
0.196
0.254
0.293
0.330
0.338
0.324
0.279
0.236
0.166
0.069
0.003
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.030
0.117
0.209
0.272
0.313
0.330
0.326
0.297
0.246
0.192
0.126
0.050
0.002
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.028
0.105
0.169
0.196
0.212
0.221
0.217
0.198
0.164
0.140
0.114
0.053
0.003
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.001
0.070
0.245
0.427
0.554
0.622
0.635
0.618
0.582
0.504
0.410
0.276
0.120
0.010
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.001
0.085
0.277
0.464
0.611
0.700
0.747
0.734
0.683
0.591
0.464
0.301
0.128
0.011
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.002
0.093
0.289
0.482
0.637
0.743
0.792
0.791
0.740
0.641
0.495
0.315
0.134
0.012
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.002
0.095
0.287
0.475
0.627
0.730
0.778
0.777
0.729
0.636
0.498
0.323
0.142
0.014
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.003
0.101
0.293
0.483
0.633
0.736
0.785
0.782
0.731
0.624
0.469
0.294
0.124
0.011
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.003
0.094
0.269
0.438
0.572
0.656
0.700
0.695
0.628
0.508
0.371
0.224
0.093
0.007
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.001
0.046
0.141
0.239
0.319
0.374
0.409
0.400
0.378
0.331
0.282
0.203
0.095
0.011
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.003
0.101
0.283
0.458
0.601
0.694
0.741
0.744
0.701
0.611
0.484
0.318
0.147
0.018
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.005
0.114
0.296
0.470
0.615
0.716
0.766
0.766
0.721
0.631
0.494
0.324
0.149
0.020
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.006
0.121
0.309
0.492
0.637
0.734
0.782
0.784
0.737
0.642
0.503
0.330
0.154
0.021
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.008
0.120
0.298
0.472
0.612
0.708
0.754
0.740
0.678
0.576
0.436
0.270
0.118
0.015
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.002
0.050
0.129
0.239
0.339
0.397
0.447
0.452
0.401
0.327
0.258
0.169
0.074
0.009
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.002
0.048
0.125
0.201
0.256
0.274
0.287
0.294
0.279
0.255
0.211
0.157
0.080
0.011
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.006
0.095
0.239
0.379
0.498
0.584
0.638
0.648
0.613
0.536
0.416
0.275
0.124
0.018
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.011
0.104
0.237
0.375
0.481
0.544
0.586
0.576
0.529
0.452
0.370
0.259
0.129
0.024
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.013
0.123
0.287
0.445
0.565
0.658
0.714
0.711
0.663
0.584
0.473
0.322
0.161
0.029
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.018
0.155
0.343
0.523
0.668
0.767
0.815
0.815
0.763
0.663
0.521
0.348
0.170
0.031
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.017
0.141
0.314
0.490
0.623
0.705
0.744
0.734
0.663
0.554
0.421
0.269
0.132
0.024
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.017
0.129
0.274
0.429
0.551
0.626
0.672
0.672
0.632
0.555
0.456
0.311
0.156
0.031
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.018
0.127
0.271
0.409
0.528
0.618
0.669
0.677
0.632
0.530
0.395
0.249
0.110
0.016
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.005
0.056
0.131
0.223
0.299
0.332
0.352
0.361
0.346
0.300
0.275
0.204
0.105
0.021
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.012
0.087
0.184
0.273
0.324
0.351
0.354
0.314
0.292
0.249
0.190
0.121
0.061
0.011
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.006
0.053
0.123
0.199
0.265
0.317
0.352
0.352
0.330
0.286
0.248
0.178
0.096
0.023
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.018
0.140
0.311
0.399
0.475
0.539
0.536
0.504
0.469
0.429
0.378
0.276
0.147
0.032
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.018
0.134
0.302
0.469
0.594
0.630
0.636
0.610
0.539
0.454
0.360
0.248
0.125
0.029
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.021
0.131
0.258
0.374
0.453
0.495
0.501
0.463
0.392
0.310
0.239
0.155
0.075
0.015
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.004
0.031
0.072
0.113
0.146
0.169
0.175
0.163
0.139
0.113
0.103
0.081
0.053
0.015
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.011
0.074
0.167
0.255
0.317
0.348
0.338
0.298
0.249
0.194
0.145
0.091
0.045
0.009
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.005
0.039
0.093
0.160
0.215
0.253
0.286
0.322
0.335
0.312
0.274
0.195
0.097
0.023
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.013
0.078
0.171
0.270
0.363
0.421
0.463
0.436
0.350
0.260
0.188
0.115
0.060
0.015
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.014
0.085
0.172
0.255
0.330
0.388
0.442
0.474
0.462
0.408
0.351
0.249
0.134
0.035
0.001
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.031
0.138
0.286
0.412
0.501
0.562
0.610
0.602
0.570
0.504
0.423
0.310
0.164
0.042
0.001
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.041
0.181
0.342
0.479
0.573
0.633
0.663
0.648
0.600
0.522
0.420
0.294
0.148
0.035
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.025
0.100
0.186
0.276
0.331
0.363
0.386
0.383
0.375
0.335
0.279
0.195
0.103
0.029
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.020
0.108
0.226
0.348
0.451
0.533
0.590
0.601
0.575
0.514
0.433
0.301
0.161
0.043
0.001
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.041
0.167
0.329
0.487
0.614
0.708
0.770
0.780
0.742
0.655
0.528
0.363
0.187
0.049
0.018
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.034
0.150
0.303
0.462
0.594
0.695
0.748
0.744
0.697
0.605
0.475
0.321
0.165
0.043
0.001
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.034
0.147
0.290
0.436
0.555
0.647
0.711
0.724
0.691
0.611
0.488
0.339
0.182
0.052
0.001
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.041
0.164
0.316
0.463
0.575
0.637
0.657
0.633
0.590
0.527
0.427
0.290
0.149
0.039
0.001
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.023
0.100
0.206
0.311
0.376
0.406
0.432
0.431
0.391
0.327
0.253
0.168
0.088
0.028
0.001
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.029
0.116
0.213
0.305
0.369
0.376
0.377
0.379
0.359
0.323
0.276
0.208
0.124
0.042
0.002
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.037
0.132
0.243
0.326
0.365
0.383
0.426
0.441
0.430
0.409
0.374
0.271
0.153
0.049
0.002
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.043
0.167
0.321
0.462
0.578
0.667
0.727
0.741
0.705
0.628
0.510
0.358
0.196
0.062
0.003
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.002
0.061
0.203
0.366
0.523
0.638
0.703
0.722
0.695
0.634
0.545
0.431
0.303
0.163
0.051
0.002
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.001
0.032
0.119
0.226
0.322
0.392
0.426
0.457
0.467
0.430
0.365
0.307
0.215
0.121
0.042
0.002
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.001
0.039
0.148
0.278
0.394
0.479
0.540
0.573
0.583
0.546
0.493
0.423
0.308
0.178
0.058
0.004
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.002
0.061
0.198
0.363
0.516
0.582
0.588
0.593
0.588
0.554
0.495
0.425
0.313
0.184
0.064
0.004
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.002
0.065
0.206
0.369
0.521
0.634
0.671
0.684
0.665
0.611
0.537
0.438
0.305
0.166
0.054
0.002
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.002
0.048
0.159
0.293
0.413
0.511
0.539
0.538
0.493
0.422
0.365
0.295
0.219
0.129
0.049
0.003
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.001
0.051
0.163
0.307
0.460
0.579
0.609
0.576
0.521
0.470
0.420
0.368
0.270
0.153
0.053
0.003
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.001
0.041
0.133
0.240
0.330
0.391
0.412
0.444
0.461
0.453
0.404
0.353
0.261
0.151
0.053
0.003
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.001
0.041
0.139
0.264
0.379
0.439
0.436
0.468
0.484
0.457
0.432
0.379
0.281
0.170
